"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,   "mdot_outlet"  
          0,           0,         252,      -4.450357613,      -325.6337647
          0,           0,         253,      -4.464695913,      -325.6337732
          0,           0,         254,       -4.47492419,      -325.6337809
          0,           0,         255,       -4.47859242,      -325.6337884
          0,           0,         256,      -4.475532304,      -325.6337964
          0,           0,         257,      -4.467378302,      -325.6338062
          0,           0,         258,      -4.456785329,      -325.6338182
          0,           0,         259,      -4.445615017,       -325.633833
          0,           0,         260,      -4.435848914,      -325.6338499
          0,           0,         261,      -4.428868938,      -325.6338676
          0,           0,         262,      -4.426022797,       -325.633884
          0,           0,         263,      -4.427823743,      -325.6338977
          0,           0,         264,      -4.432939551,      -325.6339084
          0,           0,         265,      -4.439139925,      -325.6339171
          0,           0,         266,      -4.444113467,      -325.6339255
          0,           0,         267,      -4.446628126,      -325.6339351
          0,           0,         268,      -4.445347149,      -325.6339461
          0,           0,         269,      -4.441827553,      -325.6339583
          0,           0,         270,      -4.438176274,      -325.6339721
          0,           0,         271,      -4.435907112,      -325.6339888
          0,           0,         272,      -4.435703596,      -325.6340079
          0,           0,         273,       -4.43906803,      -325.6340277
          0,           0,         274,      -4.446344463,      -325.6340459
          0,           0,         275,      -4.458385493,      -325.6340618
          0,           0,         276,      -4.474320082,      -325.6340755
          0,           0,         277,      -4.492238502,      -325.6340873
          0,           0,         278,       -4.50999592,      -325.6340979
          0,           0,         279,      -4.525840409,      -325.6341081
          0,           0,         280,      -4.538886751,      -325.6341186
          0,           0,         281,      -4.549146274,      -325.6341297
          0,           0,         282,      -4.557367477,      -325.6341416
          0,           0,         283,      -4.564756184,       -325.634154
          0,           0,         284,      -4.572569367,      -325.6341664
          0,           0,         285,      -4.581735958,       -325.634178
          0,           0,         286,        -4.5925547,      -325.6341885
          0,           0,         287,      -4.604577469,      -325.6341979
          0,           0,         288,      -4.616760765,      -325.6342066
          0,           0,         289,      -4.627934177,      -325.6342148
          0,           0,         290,      -4.637263454,      -325.6342231
          0,           0,         291,      -4.644510147,      -325.6342318
          0,           0,         292,      -4.650062163,      -325.6342412
          0,           0,         293,      -4.654778419,      -325.6342513
          0,           0,         294,      -4.659721103,      -325.6342618
          0,           0,         295,      -4.665875037,      -325.6342727
          0,           0,         296,      -4.673852404,      -325.6342836
          0,           0,         297,      -4.684054693,      -325.6342943
          0,           0,         298,      -4.696468167,      -325.6343046
          0,           0,         299,      -4.710671223,      -325.6343146
          0,           0,         300,      -4.726084008,      -325.6343245
          0,           0,         301,      -4.742152495,      -325.6343342
          0,           0,         302,      -4.758522825,      -325.6343441
          0,           0,         303,      -4.775142481,       -325.634354
          0,           0,         304,      -4.792230804,      -325.6343641
          0,           0,         305,      -4.810180532,      -325.6343743
          0,           0,         306,      -4.829447438,      -325.6343844
          0,           0,         307,      -4.850412347,      -325.6343944
          0,           0,         308,      -4.873302492,       -325.634404
          0,           0,         309,      -4.898140091,      -325.6344133
          0,           0,         310,      -4.924692383,       -325.634422
          0,           0,         311,      -4.952495703,      -325.6344303
          0,           0,         312,      -4.980928404,      -325.6344383
          0,           0,         313,      -5.009389647,       -325.634446
