"Time_Iter","Inner_Iter",    "Cur_Time"    ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        103,          49,              2.06,      -7.918208101,      -5.616547863,      -5.854353937,      -2.457463511,      0.1217785331,       2.342641895,     -0.8366284507,                 0,                 0,                 0,      0.2066401613,       2.342641895,     -0.8366284507,                 0,     -0.3571303204,       1.486330542,      -1.240823925,      -2.306951417,      -2.939557618,      -1.231041317,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        104,          49,              2.08,       -7.87764631,       -5.62287185,      -5.764986522,      -2.416634554,      0.1217785331,       2.146718573,    -0.04802739661,                 0,                 0,                 0,      0.0093686464,       2.146718573,    -0.04802739661,                 0,    -0.02237246987,       1.517902958,      -1.191988535,      -2.316515922,       -2.85289307,      -1.181010541,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        105,          49,               2.1,       -7.91410926,      -5.517460345,      -5.708932486,      -2.452940652,      0.1217785331,       2.262849802,      0.8615989253,                 0,                 0,                 0,      -0.217723037,       2.262849802,      0.8615989253,                 0,       0.380758336,       1.516373828,      -1.213917138,      -2.214425664,       -2.79940284,      -1.201818034,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        106,          49,              2.12,      -7.846617007,      -5.626725132,      -5.733633448,      -2.385125184,      0.1217785331,       2.652725988,        1.68082345,                 0,                 0,                 0,     -0.4218127093,       2.652725988,        1.68082345,                 0,      0.6336212101,       1.493626452,      -1.135986871,      -2.326964865,      -2.826590264,      -1.123378151,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        107,          49,              2.14,      -8.036964861,      -5.531897498,      -5.760459979,      -2.587856007,      0.1217785331,       3.023292135,       2.126709951,                 0,                 0,                 0,     -0.5323700719,       3.023292135,       2.126709951,                 0,      0.7034417635,       1.488802168,      -1.329640811,      -2.235315624,      -2.855862886,      -1.330431808,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        108,          49,              2.16,       -7.88677508,      -5.588212066,      -5.863138875,      -2.426298437,      0.1217785331,       3.080693614,       2.064816022,                 0,                 0,                 0,     -0.5160108807,       3.080693614,       2.064816022,                 0,      0.6702438741,       1.500587655,      -1.193031888,      -2.294740589,      -2.960920194,      -1.183802318,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        109,          49,              2.18,      -7.793048974,      -5.758950285,      -5.898459996,      -2.330750244,      0.1217785331,        2.79691284,       1.610173683,                 0,                 0,                 0,     -0.4016374304,        2.79691284,       1.610173683,                 0,      0.5756967683,       1.500587587,       -1.11445642,      -2.468423294,      -2.998489289,      -1.104289472,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        110,          49,               2.2,      -7.904087883,      -5.584232364,      -5.847961439,      -2.444083088,      0.1217785331,       2.416404833,      0.9349758017,                 0,                 0,                 0,     -0.2323407505,       2.416404833,      0.9349758017,                 0,      0.3869284603,       1.486330542,      -1.231467892,      -2.296365939,      -2.950068164,      -1.223531308,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        111,          49,              2.22,       -7.87028193,      -5.618849306,      -5.770788564,      -2.409372084,      0.1217785331,       2.205314186,      0.1574915788,                 0,                 0,                 0,    -0.03778219312,       2.205314186,      0.1574915788,                 0,     0.07141457656,       1.502116784,      -1.190453523,      -2.333500029,      -2.874819332,      -1.180778978,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        112,          49,              2.24,      -7.913710171,       -5.52461622,      -5.700252231,      -2.453426361,      0.1217785331,       2.277792785,     -0.7347126058,                 0,                 0,                 0,      0.1850250362,       2.277792785,     -0.7347126058,                 0,     -0.3225546286,       1.520374515,      -1.219520458,      -2.241865731,      -2.806099905,      -1.209523848,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        113,          49,              2.26,      -7.846587182,      -5.612568248,      -5.716832932,        -2.3852505,      0.1217785331,        2.65032674,      -1.573996062,                 0,                 0,                 0,      0.3941704986,        2.65032674,      -1.573996062,                 0,     -0.5938875529,       1.493626384,      -1.140412284,      -2.332440662,      -2.824448452,      -1.129072681,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        114,          49,              2.28,      -8.031036168,      -5.550931789,      -5.751595772,      -2.580786554,      0.1217785331,       3.024210098,      -2.075301145,                 0,                 0,                 0,      0.5186151824,       3.024210098,      -2.075301145,                 0,     -0.6862291568,       1.504588342,      -1.325738209,      -2.273374807,      -2.860968955,      -1.326356702,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        115,          49,               2.3,      -7.927025833,      -5.621134282,      -5.863910222,      -2.467195414,      0.1217785331,       3.082043969,      -2.075784161,                 0,                 0,                 0,      0.5178764553,       3.082043969,      -2.075784161,                 0,      -0.673508938,       1.509408609,      -1.233833432,      -2.346103991,      -2.975020512,      -1.226206449,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        116,          49,              2.32,      -7.812569439,      -5.775573925,       -5.90754039,      -2.350441094,      0.1217785331,       2.806525254,      -1.661408087,                 0,                 0,                 0,      0.4136111846,       2.806525254,      -1.661408087,                 0,     -0.5919804515,       1.493626384,       -1.13471608,      -2.502947366,      -3.020310573,      -1.125773348,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        117,          49,              2.34,       -7.91982323,      -5.603557723,      -5.861241637,      -2.459385573,      0.1217785331,       2.422158759,      -1.020462626,                 0,                 0,                 0,       0.252860087,       2.422158759,      -1.020462626,                 0,     -0.4213029481,       1.486330542,      -1.249447265,       -2.33308943,      -2.975556354,      -1.242310244,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        118,          49,              2.36,      -7.869416976,      -5.647995771,       -5.78741738,      -2.408113237,      0.1217785331,       2.177428018,     -0.2593710789,                 0,                 0,                 0,     0.06235964113,       2.177428018,     -0.2593710789,                 0,     -0.1191180956,       1.502116716,      -1.193333334,      -2.379518024,       -2.90316967,      -1.184701184,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        119,          49,              2.38,      -7.920061495,      -5.518789841,      -5.710546048,      -2.459722216,      0.1217785331,       2.205677675,      0.6368075856,                 0,                 0,                 0,     -0.1614909512,       2.205677675,      0.6368075856,                 0,      0.2887128944,       1.525198799,      -1.229951246,      -2.252360991,      -2.827665955,      -1.221509017,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        120,          49,               2.4,      -7.846832668,      -5.597863676,      -5.725737696,      -2.384639831,      0.1217785331,       2.549145629,       1.507079435,                 0,                 0,                 0,     -0.3784314558,       2.549145629,       1.507079435,                 0,      0.5912096261,       1.500587587,       -1.14348691,       -2.33350649,      -2.844209717,      -1.132897089,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        121,          49,              2.42,      -7.966315511,      -5.564895602,      -5.749293014,      -2.512329202,      0.1217785331,        2.95426306,       2.065652788,                 0,                 0,                 0,     -0.5171880918,        2.95426306,       2.065652788,                 0,      0.6992108508,        1.48633061,      -1.262122769,      -2.302556061,      -2.869143886,      -1.260434076,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        122,          49,              2.44,      -7.961552199,      -5.538058283,      -5.834228061,      -2.504453094,      0.1217785331,       3.104382607,       2.124062814,                 0,                 0,                 0,     -0.5308843643,       3.104382607,       2.124062814,                 0,       0.684214249,       1.500587587,      -1.268794786,      -2.277709782,      -2.955477874,      -1.265112922,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        123,          49,              2.46,      -7.783800339,      -5.780246796,      -5.907764179,      -2.321122898,      0.1217785331,       2.893155722,       1.747343885,                 0,                 0,                 0,     -0.4359562586,       2.893155722,       1.747343885,                 0,      0.6039577723,       1.500587587,      -1.106627427,      -2.521792403,      -3.030376012,       -1.09819672,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        124,          49,              2.48,      -7.882881866,      -5.596373169,      -5.858269647,       -2.42270671,      0.1217785331,       2.491756199,        1.10997096,                 0,                 0,                 0,     -0.2760627121,       2.491756199,        1.10997096,                 0,      0.4454572884,       1.486330542,      -1.214801371,       -2.33957579,      -2.982158104,      -1.208966669,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        125,          49,               2.5,      -7.875326267,      -5.621427013,      -5.794194516,      -2.414373956,      0.1217785331,         2.2449897,      0.3544251992,                 0,                 0,                 0,    -0.08691176835,         2.2449897,      0.3544251992,                 0,      0.1578738643,       1.486330542,      -1.202898784,      -2.366097376,      -2.919274963,      -1.195686086,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        126,          49,              2.52,      -7.908473348,       -5.53535747,      -5.708211456,      -2.448644407,      0.1217785331,       2.229244683,     -0.5119473485,                 0,                 0,                 0,      0.1295432641,       2.229244683,     -0.5119473485,                 0,     -0.2296505863,       1.517902958,      -1.222419042,      -2.281531728,      -2.834427165,       -1.21556128,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        127,          49,              2.54,      -7.854102209,      -5.579397507,      -5.709301348,      -2.392327369,      0.1217785331,       2.548763436,      -1.395442189,                 0,                 0,                 0,      0.3498213413,       2.548763436,      -1.395442189,                 0,     -0.5474977275,       1.509412557,      -1.153811071,      -2.327137303,      -2.836646513,      -1.144661921,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        128,          49,              2.56,      -7.952045591,      -5.585244839,       -5.74067067,      -2.496905311,      0.1217785331,       2.954750633,       -1.99861828,                 0,                 0,                 0,      0.4997512142,       2.954750633,       -1.99861828,                 0,     -0.6764084445,       1.502116784,      -1.248509534,      -2.334532638,      -2.869173577,      -1.246571462,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        129,          49,              2.58,      -8.014786748,      -5.563191341,      -5.826484142,      -2.559226372,      0.1217785331,       3.107717388,      -2.123821968,                 0,                 0,                 0,      0.5301587497,       3.107717388,      -2.123821968,                 0,     -0.6834025438,       1.509408609,      -1.320936585,      -2.314035341,      -2.956172958,      -1.319654669,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        130,          49,               2.6,      -7.803910893,       -5.81641063,      -5.913989768,      -2.341549999,      0.1217785331,        2.89439586,      -1.787920115,                 0,                 0,                 0,      0.4454690729,        2.89439586,      -1.787920115,                 0,     -0.6177178941,       1.484801345,      -1.125432265,      -2.568764423,      -3.044842096,      -1.118182427,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        131,          49,              2.62,      -7.901479461,      -5.614030834,      -5.866453916,      -2.440868916,      0.1217785331,       2.512939179,      -1.186117104,                 0,                 0,                 0,      0.2944540002,       2.512939179,      -1.186117104,                 0,     -0.4720039042,       1.486330542,      -1.233467216,      -2.367713413,      -2.998399183,      -1.228123831,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        132,          49,              2.64,      -7.878372443,      -5.651719223,      -5.812224969,      -2.417039699,      0.1217785331,       2.221405185,     -0.4525199866,                 0,                 0,                 0,      0.1107389022,       2.221405185,     -0.4525199866,                 0,     -0.2037088909,       1.502116716,      -1.207740743,      -2.406548303,      -2.945186774,        -1.2011704,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        133,          49,              2.66,      -7.908619846,      -5.538325629,      -5.720145221,      -2.448431811,      0.1217785331,       2.161826433,      0.4169607773,                 0,                 0,                 0,     -0.1065482532,       2.161826433,      0.4169607773,                 0,       0.192874308,       1.520374515,      -1.225234387,      -2.294322002,      -2.854072337,      -1.219175784,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        134,          49,              2.68,      -7.864542038,      -5.567508175,      -5.718831522,      -2.402194758,      0.1217785331,       2.454419862,       1.321299566,                 0,                 0,                 0,     -0.3320972969,       2.454419862,       1.321299566,                 0,      0.5383347755,       1.500587587,      -1.166234686,      -2.324740556,      -2.853717978,      -1.157774032,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        135,          49,               2.7,      -7.908053816,      -5.603748225,      -5.744412781,      -2.450484462,      0.1217785331,       2.872346131,       1.974993122,                 0,                 0,                 0,     -0.4946754471,       2.872346131,       1.974993122,                 0,      0.6875888323,        1.48633061,       -1.20480434,      -2.362202161,      -2.880294789,      -1.201692564,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        136,          49,              2.72,      -8.037586217,      -5.516054322,      -5.808717931,       -2.58607146,      0.1217785331,       3.106976369,       2.153495621,                 0,                 0,                 0,     -0.5383830251,       3.106976369,       2.153495621,                 0,      0.6931161892,       1.493626384,      -1.343124618,      -2.275751918,       -2.94563319,       -1.34706088,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        137,          49,              2.74,      -7.793916633,      -5.739955969,      -5.907570456,      -2.331243518,      0.1217785331,        2.96895087,       1.861499151,                 0,                 0,                 0,     -0.4645948994,        2.96895087,       1.861499151,                 0,      0.6269888699,       1.484801345,      -1.114871501,      -2.500875189,      -3.045512565,      -1.108347281,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        138,          49,              2.76,      -7.852513961,       -5.63066172,      -5.868923713,      -2.391729181,      0.1217785331,       2.575034223,       1.270753829,                 0,                 0,                 0,     -0.3163111828,       2.575034223,       1.270753829,                 0,       0.493490074,         1.4888021,      -1.185314625,      -2.392637848,      -3.007830793,      -1.180746916,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        139,          49,              2.78,      -7.890770196,      -5.606951413,      -5.814095091,      -2.430023036,      0.1217785331,       2.292681836,      0.5388042513,                 0,                 0,                 0,     -0.1329850738,       2.292681836,      0.5388042513,                 0,      0.2350104767,       1.486330542,      -1.222618941,       -2.36978909,      -2.953896228,       -1.21752775,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        140,          49,               2.8,      -7.894055101,      -5.563119187,       -5.72117499,      -2.433831288,      0.1217785331,        2.20195352,     -0.3008663022,                 0,                 0,                 0,     0.07689668625,        2.20195352,     -0.3008663022,                 0,     -0.1366360822,       1.517902958,      -1.213852613,      -2.326811175,      -2.861817628,      -1.208568378,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        141,          49,              2.82,      -7.873911862,      -5.549781006,      -5.703713998,      -2.412211316,      0.1217785331,        2.45523627,        -1.2051419,                 0,                 0,                 0,      0.3024681359,        2.45523627,        -1.2051419,                 0,     -0.4908455919,       1.509412557,      -1.178367286,      -2.314399764,      -2.845190469,      -1.171261975,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        142,          49,              2.84,      -7.894467521,      -5.613392154,      -5.732069082,      -2.436296709,      0.1217785331,       2.870618746,      -1.898045327,                 0,                 0,                 0,      0.4748650304,       2.870618746,      -1.898045327,                 0,     -0.6611972871,         1.4888021,      -1.191797072,      -2.378947182,      -2.874405599,      -1.188703292,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        143,          49,              2.86,      -8.094152981,      -5.532504449,      -5.794717221,      -2.645596623,      0.1217785331,       3.107322638,      -2.144851493,                 0,                 0,                 0,      0.5356606145,       3.107322638,      -2.144851493,                 0,     -0.6902570937,       1.500587587,       -1.39815462,      -2.299028195,      -2.937947313,      -1.405670506,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        144,          49,              2.88,      -7.815943392,      -5.786698197,      -5.909416417,       -2.35361348,      0.1217785331,       2.968118562,      -1.897668635,                 0,                 0,                 0,      0.4731040311,       2.968118562,      -1.897668635,                 0,     -0.6393506848,       1.484801345,      -1.134506139,      -2.554202063,      -3.053532096,      -1.128990342,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        145,          49,               2.9,      -7.870478117,      -5.641927341,      -5.878905026,      -2.409349119,      0.1217785331,       2.604924375,      -1.340688932,                 0,                 0,                 0,      0.3332565102,       2.604924375,      -1.340688932,                 0,     -0.5146748002,       1.486330542,      -1.201784643,      -2.410302965,      -3.023844386,      -1.197574888,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        146,          49,              2.92,      -7.896069853,      -5.636980877,      -5.833302103,      -2.434927735,      0.1217785331,       2.271646803,     -0.6297011056,                 0,                 0,                 0,      0.1551212157,       2.271646803,     -0.6297011056,                 0,     -0.2772002693,       1.486330542,      -1.228079589,      -2.406057056,       -2.97898611,      -1.223306747,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        147,          49,              2.94,      -7.891846861,        -5.5713634,      -5.735391015,      -2.431413896,      0.1217785331,       2.141807703,      0.2040664191,                 0,                 0,                 0,    -0.05333904237,       2.141807703,      0.2040664191,                 0,     0.09527765673,       1.517902958,      -1.213062762,      -2.341118235,      -2.881759573,      -1.208293479,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        148,          49,              2.96,      -7.887538222,      -5.536337644,      -5.712521391,      -2.425508906,      0.1217785331,       2.361085938,       1.121759206,                 0,                 0,                 0,      -0.282327763,       2.361085938,       1.121759206,                 0,       0.475103082,       1.500587587,      -1.193327987,      -2.306852623,      -2.859554144,      -1.186652513,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        149,          49,              2.98,      -7.867478585,      -5.626928731,      -5.739529941,      -2.407613869,      0.1217785331,       2.780356103,       1.860211578,                 0,                 0,                 0,     -0.4661461424,       2.780356103,       1.860211578,                 0,      0.6690551529,       1.473015926,      -1.164754682,      -2.398202234,      -2.887249506,      -1.160746548,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        150,          49,                 3,      -8.073971364,      -5.510698217,      -5.783104094,      -2.627095279,      0.1217785331,       3.086774596,       2.160639591,                 0,                 0,                 0,     -0.5403330199,       3.086774596,       2.160639591,                 0,      0.6999667531,       1.493626384,      -1.376803787,      -2.282757743,      -2.931543358,      -1.386844411,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        151,          49,              3.02,      -7.822309613,      -5.669661719,      -5.889668869,      -2.360159227,      0.1217785331,       3.033394741,        1.96456203,                 0,                 0,                 0,     -0.4904842902,       3.033394741,        1.96456203,                 0,      0.6476447012,       1.484801345,      -1.139438759,      -2.442531934,      -3.038827102,      -1.135002116,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        152,          49,              3.04,      -7.820016607,       -5.68799868,      -5.881605717,      -2.358464165,      0.1217785331,       2.673777796,       1.429308336,                 0,                 0,                 0,     -0.3560261683,       2.673777796,       1.429308336,                 0,      0.5345651151,       1.493626384,      -1.150814394,      -2.461579244,      -3.031425718,       -1.14712254,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        153,          49,              3.06,      -7.903048099,      -5.590515303,      -5.830126708,      -2.442648333,      0.1217785331,       2.345542409,      0.7175836688,                 0,                 0,                 0,      -0.177689398,       2.345542409,      0.7175836688,                 0,      0.3059350648,       1.486330542,      -1.236337211,      -2.364614896,      -2.980531596,      -1.233248081,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        154,          49,              3.08,      -7.877547504,      -5.596076229,      -5.739019342,      -2.416983761,      0.1217785331,        2.19063011,    -0.09471380007,                 0,                 0,                 0,     0.02544586265,        2.19063011,    -0.09471380007,                 0,    -0.04323587065,       1.517902958,      -1.201088102,      -2.370638795,      -2.889945584,      -1.197040171,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        155,          49,               3.1,      -7.894897524,      -5.527924704,      -5.699566548,      -2.433743118,      0.1217785331,       2.369920658,      -1.007972405,                 0,                 0,                 0,      0.2533630123,       2.369920658,      -1.007972405,                 0,     -0.4253190507,       1.509412557,      -1.203283087,      -2.303010139,        -2.8509954,      -1.198151672,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        156,          49,              3.12,      -7.860539394,      -5.627622236,      -5.724791989,      -2.400531069,      0.1217785331,       2.779727948,      -1.774375151,                 0,                 0,                 0,      0.4441830792,       2.779727948,      -1.774375151,                 0,     -0.6383269096,       1.493626384,      -1.158893228,      -2.403237054,       -2.87674022,      -1.155209391,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        157,          49,              3.14,      -8.108039792,      -5.526865345,      -5.770901152,      -2.663081975,      0.1217785331,       3.088125838,      -2.134800518,                 0,                 0,                 0,      0.5333808027,       3.088125838,      -2.134800518,                 0,     -0.6912932407,       1.493626384,      -1.409858872,      -2.303026852,      -2.923405337,      -1.422191244,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        158,          49,              3.16,      -7.849222645,      -5.714068453,      -5.895945912,      -2.387327076,      0.1217785331,       3.030651851,      -1.987698099,                 0,                 0,                 0,      0.4957929344,       3.030651851,      -1.987698099,                 0,     -0.6558648756,       1.493622367,      -1.164046308,       -2.49081186,      -3.049010987,      -1.160272057,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        159,          49,              3.18,      -7.839760782,      -5.695491094,      -5.889674197,      -2.378147896,      0.1217785331,        2.69623082,      -1.486802295,                 0,                 0,                 0,      0.3699310153,        2.69623082,      -1.486802295,                 0,     -0.5514373192,         1.4888021,      -1.168562325,      -2.472757383,      -3.043251925,       -1.16526357,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        160,          49,               3.2,       -7.91401471,      -5.618390311,       -5.84793238,      -2.453233469,      0.1217785331,       2.329314659,     -0.8030945381,                 0,                 0,                 0,      0.1985515141,       2.329314659,     -0.8030945381,                 0,     -0.3447771793,       1.486330542,      -1.246605198,      -2.396030388,      -3.001946798,      -1.243612444,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        161,          49,              3.22,      -7.876555858,      -5.612621594,      -5.756957917,      -2.415620723,      0.1217785331,       2.146541511,   -0.003049760886,                 0,                 0,                 0,   -0.001577414542,       2.146541511,   -0.003049760886,                 0,     -0.0014207789,       1.517902958,      -1.200678951,      -2.390579798,      -2.911345627,      -1.196695634,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        162,          49,              3.24,      -7.908041676,      -5.517936349,      -5.707903951,       -2.44671055,      0.1217785331,       2.284403864,      0.9151189818,                 0,                 0,                 0,     -0.2307919645,       2.284403864,      0.9151189818,                 0,       0.400594219,       1.500587587,      -1.217360718,      -2.296284948,      -2.862641115,      -1.212415802,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        163,          49,              3.26,      -7.847041412,      -5.629600327,      -5.734281166,      -2.385812629,      0.1217785331,       2.684183648,        1.72352119,                 0,                 0,                 0,     -0.4321629254,       2.684183648,        1.72352119,                 0,      0.6421025593,       1.493626384,      -1.145587068,      -2.408337794,      -2.889386003,      -1.140953106,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        164,          49,              3.28,      -8.046805092,      -5.524588079,      -5.763912694,      -2.598632295,      0.1217785331,       3.044067111,        2.14016896,                 0,                 0,                 0,     -0.5354113462,       3.044067111,        2.14016896,                 0,      0.7030623446,       1.504588342,      -1.348187828,      -2.303713793,      -2.919425806,      -1.357592407,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        165,          49,               3.3,      -7.869627262,      -5.599841636,       -5.86862521,      -2.408632771,      0.1217785331,       3.077798844,       2.047160371,                 0,                 0,                 0,     -0.5112930024,       3.077798844,       2.047160371,                 0,      0.6651378062,       1.484801345,      -1.184170107,      -2.379382069,      -3.024563678,      -1.181704679,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        166,          49,              3.32,      -7.795363886,      -5.746164983,      -5.893677181,      -2.333152491,      0.1217785331,        2.77625485,       1.573190393,                 0,                 0,                 0,     -0.3921146459,        2.77625485,       1.573190393,                 0,      0.5666592148,       1.493626384,      -1.124746866,      -2.526053907,      -3.050000344,      -1.121450847,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        167,          49,              3.34,      -7.904878867,      -5.581081364,      -5.843447203,       -2.44481887,      0.1217785331,       2.403050098,      0.8883078591,                 0,                 0,                 0,     -0.2204277438,       2.403050098,      0.8883078591,                 0,      0.3696584853,       1.486330542,      -1.239822631,      -2.361138147,      -3.000081848,      -1.238337642,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
