"Density","Enthalpy","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Thermal_Conductivity","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,-11.163,321.67,0,4.4389e-07,-5.6799e-05,-0.0001136,0,0,0,1,0.00019832,0.9861,0.00099909,0,0,1,0.001735,0.3,0.001735,0
1,-11.163,321.67,0,4.4389e-07,-5.6869e-05,-0.00011374,0,0,0,1,0.00019832,0.98638,0.00099995,0,0,1,0.00174,0.3,0.00174,0
1,-11.163,321.67,0,4.4389e-07,-5.6938e-05,-0.00011388,0,0,0,1,0.00019832,0.98666,0.0010008,0,0,1,0.001745,0.3,0.001745,0
1,-11.163,321.67,0,4.4389e-07,-5.7008e-05,-0.00011402,0,0,0,1,0.00019832,0.98694,0.0010017,0,0,1,0.00175,0.3,0.00175,0
1,-11.163,321.67,0,4.4389e-07,-5.7078e-05,-0.00011416,0,0,0,1,0.00019832,0.98722,0.0010025,0,0,1,0.001755,0.3,0.001755,0
1,-11.163,321.67,0,4.4389e-07,-5.7148e-05,-0.0001143,0,0,0,1,0.00019832,0.9875,0.0010034,0,0,1,0.00176,0.3,0.00176,0
1,-11.163,321.67,0,4.4389e-07,-5.7218e-05,-0.00011444,0,0,0,1,0.00019832,0.98778,0.0010042,0,0,1,0.001765,0.3,0.001765,0
1,-11.163,321.67,0,4.4389e-07,-5.7288e-05,-0.00011458,0,0,0,1,0.00019832,0.98806,0.0010051,0,0,1,0.00177,0.3,0.00177,0
1,-11.163,321.67,0,4.4389e-07,-5.7358e-05,-0.00011472,0,0,0,1,0.00019832,0.98834,0.0010059,0,0,1,0.001775,0.3,0.001775,0
1,-11.163,321.67,0,4.4389e-07,-5.7428e-05,-0.00011486,0,0,0,1,0.00019832,0.98862,0.0010068,0,0,1,0.00178,0.3,0.00178,0
1,-11.163,321.67,0,4.4389e-07,-5.7498e-05,-0.000115,0,0,0,1,0.00019832,0.9889,0.0010077,0,0,1,0.001785,0.3,0.001785,0
1,-11.163,321.67,0,4.4389e-07,-5.7568e-05,-0.00011514,0,0,0,1,0.00019832,0.98918,0.0010085,0,0,1,0.00179,0.3,0.00179,0
1,-11.163,321.67,0,4.4389e-07,-5.7638e-05,-0.00011528,0,0,0,1,0.00019832,0.98946,0.0010094,0,0,1,0.001795,0.3,0.001795,0
1,-11.163,321.67,0,4.4389e-07,-5.7708e-05,-0.00011542,0,0,0,1,0.00019832,0.98974,0.0010102,0,0,1,0.0018,0.3,0.0018,0
1,-11.163,321.67,0,4.4389e-07,-5.7778e-05,-0.00011556,0,0,0,1,0.00019832,0.99002,0.0010111,0,0,1,0.001805,0.3,0.001805,0
1,-11.163,321.67,0,4.4389e-07,-5.7848e-05,-0.0001157,0,0,0,1,0.00019832,0.9903,0.0010119,0,0,1,0.00181,0.3,0.00181,0
1,-11.163,321.67,0,4.4389e-07,-5.7917e-05,-0.00011583,0,0,0,1,0.00019832,0.99058,0.0010128,0,0,1,0.001815,0.3,0.001815,0
